,Unnamed: 0,date,away_team,home_team,teams,Aaron Smith,Andy Nagy,Ashley Moyer-Gleich,Ben Taylor,Bennie Adams,Bill Kennedy,Bill Spooner,Brandon Adair,Brent Barnaky,Brett Nansel,Brian Forte,CJ Washington,Courtney Kirkland,Curtis Blair,Danny Crawford,David Guthrie,David Jones,Dedric Taylor,Derek Richardson,Derrick Collins,Derrick Stafford,Ed Malloy,Eli Roe,Eric Dalen,Eric Lewis,Evan Scott,Gary Zielinski,Gediminas Petraitis,Haywoode Workman,JB DeRosa,JT Orr,Jacyn Goble,James Capers,James Williams,Jason Goldenberg,Jason Phillips,Jenna Schroeder,John Butler,John Conley,John Goble,Jonathan Sterling,Josh Tiven,Justin Van Duyne,Kane Fitzgerald,Karl Lane,Ken Mauer,Kevin Cutler,Kevin Scott,Lauren Holtkamp,Leon Wood,Leroy Richardson,Marat Kogut,Marc Davis,Mark Ayotte,Mark Lindsay,Matt Boland,Matt Myers,Michael Smith,Mike Callahan,Mitchell Ervin,Monty McCutchen,Mousa Dagher,Natalie Sago,Nate Green,Nick Buchert,Pat Fraher,Phenizee Ransom,Randy Richardson,Ray Acosta,Rodney Mott,Ron Garretson,Scott Foster,Scott Twardoski,Scott Wall,Sean Corbin,Sean Wright,Simone Jelks,Steve Anderson,Suyash Mehta,Tom Washington,Tony Brothers,Tony Brown,Tre Maddox,Tyler Ford,Vladimir Voyard-Tadal,Zach Zarba,Team_x,b2b_home,threein4_home,fourin5_home,rest2_home,rest3_plus_home,Team_y,b2b_away,threein4_away,fourin5_away,rest2_away,rest3_plus_away
821,821,2016-03-26,San Antonio,Oklahoma City,San Antonio @ Oklahoma City,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oklahoma City,0,0,0,0,0,San Antonio,1,1,1,0,0
822,822,2016-03-26,Toronto,New Orleans,Toronto @ New Orleans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,New Orleans,0,0,0,0,0,Toronto,1,1,0,0,0
823,823,2016-03-26,Utah,Minnesota,Utah @ Minnesota,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minnesota,1,1,1,0,0,Utah,0,1,0,0,0
824,824,2016-03-27,Dallas,Sacramento,Dallas @ Sacramento,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sacramento,0,0,0,0,0,Dallas,0,0,0,0,0
825,825,2016-03-27,Denver,L.A. Clippers,Denver @ L.A. Clippers,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L.A. Clippers,0,0,0,1,0,Denver,0,0,0,0,0
826,826,2016-03-27,Houston,Indiana,Houston @ Indiana,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indiana,1,1,0,0,0,Houston,0,0,1,0,0
827,827,2016-03-27,Philadelphia,Golden State,Philadelphia @ Golden State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,Golden State,0,0,0,0,0,Philadelphia,1,0,0,0,0
828,828,2016-03-27,Washington,L.A. Lakers,Washington @ L.A. Lakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,L.A. Lakers,0,0,1,0,0,Washington,0,0,0,0,0
829,829,2016-03-28,Atlanta,Chicago,Atlanta @ Chicago,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chicago,0,0,1,0,0,Atlanta,0,1,1,0,0
830,830,2016-03-28,Boston,L.A. Clippers,Boston @ L.A. Clippers,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L.A. Clippers,1,0,1,0,0,Boston,0,0,0,0,0
831,831,2016-03-28,Brooklyn,Miami,Brooklyn @ Miami,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,Miami,0,0,0,1,0,Brooklyn,0,0,0,0,0
832,832,2016-03-28,Dallas,Denver,Dallas @ Denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,Denver,1,1,1,0,0,Dallas,1,1,1,0,0
833,833,2016-03-28,L.A. Lakers,Utah,L.A. Lakers @ Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,Utah,0,0,1,0,0,L.A. Lakers,1,1,1,0,0
834,834,2016-03-28,New York,New Orleans,New York @ New Orleans,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Orleans,0,0,0,0,0,New York,0,0,1,0,0
835,835,2016-03-28,Oklahoma City,Toronto,Oklahoma City @ Toronto,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Toronto,0,1,1,0,0,Oklahoma City,0,0,0,0,0
836,836,2016-03-28,Phoenix,Minnesota,Phoenix @ Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,Minnesota,0,1,1,0,0,Phoenix,0,1,1,0,0
837,837,2016-03-28,Sacramento,Portland,Sacramento @ Portland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,Portland,0,0,1,0,0,Sacramento,1,1,1,0,0
838,838,2016-03-28,San Antonio,Memphis,San Antonio @ Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Memphis,0,0,0,1,0,San Antonio,0,1,1,0,0
839,839,2016-03-29,Brooklyn,Orlando,Brooklyn @ Orlando,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,Orlando,0,0,0,1,0,Brooklyn,1,1,1,0,0
840,840,2016-03-29,Charlotte,Philadelphia,Charlotte @ Philadelphia,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,Philadelphia,0,1,0,0,0,Charlotte,0,0,0,1,0
841,841,2016-03-29,Chicago,Indiana,Chicago @ Indiana,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indiana,0,1,1,0,0,Chicago,1,1,1,0,0
842,842,2016-03-29,Houston,Cleveland,Houston @ Cleveland,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cleveland,0,0,0,1,0,Houston,0,0,0,0,0
843,843,2016-03-29,Oklahoma City,Detroit,Oklahoma City @ Detroit,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,Detroit,0,0,0,1,0,Oklahoma City,1,1,1,0,0
844,844,2016-03-29,Washington,Golden State,Washington @ Golden State,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golden State,0,0,0,0,0,Washington,0,0,0,0,0
845,845,2016-03-30,Atlanta,Toronto,Atlanta @ Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Toronto,0,0,1,0,0,Atlanta,0,0,1,0,0
846,846,2016-03-30,Denver,Memphis,Denver @ Memphis,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memphis,0,0,0,0,0,Denver,0,1,1,0,0
847,847,2016-03-30,Golden State,Utah,Golden State @ Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Utah,0,0,0,0,0,Golden State,1,1,1,0,0
848,848,2016-03-30,L.A. Clippers,Minnesota,L.A. Clippers @ Minnesota,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,Minnesota,0,0,1,0,0,L.A. Clippers,0,1,0,0,0
849,849,2016-03-30,Miami,L.A. Lakers,Miami @ L.A. Lakers,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L.A. Lakers,0,1,1,0,0,Miami,0,0,0,0,0
850,850,2016-03-30,New Orleans,San Antonio,New Orleans @ San Antonio,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Antonio,0,0,1,0,0,New Orleans,0,0,0,0,0
851,851,2016-03-30,New York,Dallas,New York @ Dallas,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,Dallas,0,1,1,0,0,New York,0,0,0,0,0
852,852,2016-03-30,Phoenix,Milwaukee,Phoenix @ Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,Milwaukee,0,0,0,0,1,Phoenix,0,0,1,0,0
853,853,2016-03-30,Washington,Sacramento,Washington @ Sacramento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,Sacramento,0,1,1,0,0,Washington,1,1,1,0,0
854,854,2016-03-31,Boston,Portland,Boston @ Portland,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,0,0,0,1,0,Boston,0,0,0,1,0
855,855,2016-03-31,Brooklyn,Cleveland,Brooklyn @ Cleveland,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cleveland,0,0,0,0,0,Brooklyn,0,1,1,0,0
856,856,2016-03-31,Chicago,Houston,Chicago @ Houston,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Houston,0,0,0,0,0,Chicago,0,1,1,0,0
857,857,2016-03-31,Denver,New Orleans,Denver @ New Orleans,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,New Orleans,1,1,1,0,0,Denver,1,1,0,0,0
858,858,2016-03-31,L.A. Clippers,Oklahoma City,L.A. Clippers @ Oklahoma City,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,Oklahoma City,0,1,1,0,0,L.A. Clippers,1,1,0,0,0
859,859,2016-03-31,Orlando,Indiana,Orlando @ Indiana,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,Indiana,0,0,1,0,0,Orlando,0,0,0,0,0
860,860,2016-04-01,Boston,Golden State,Boston @ Golden State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Golden State,0,1,1,0,0,Boston,1,0,0,0,0
861,861,2016-04-01,Brooklyn,New York,Brooklyn @ New York,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,New York,0,0,0,0,0,Brooklyn,1,1,0,0,0
862,862,2016-04-01,Cleveland,Atlanta,Cleveland @ Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,Atlanta,0,0,0,0,0,Cleveland,1,1,0,0,0
863,863,2016-04-01,Dallas,Detroit,Dallas @ Detroit,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,Detroit,0,0,0,1,0,Dallas,0,0,1,0,0
864,864,2016-04-01,Miami,Sacramento,Miami @ Sacramento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,Sacramento,0,0,1,0,0,Miami,0,0,0,0,0
865,865,2016-04-01,Minnesota,Utah,Minnesota @ Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utah,0,0,0,0,0,Minnesota,0,0,0,0,0
866,866,2016-04-01,Orlando,Milwaukee,Orlando @ Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee,0,0,0,0,0,Orlando,1,1,0,0,0
867,867,2016-04-01,Philadelphia,Charlotte,Philadelphia @ Charlotte,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,Charlotte,0,0,0,1,0,Philadelphia,0,0,0,1,0
868,868,2016-04-01,Toronto,Memphis,Toronto @ Memphis,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memphis,0,0,0,0,0,Toronto,0,0,0,0,0
869,869,2016-04-01,Washington,Phoenix,Washington @ Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Phoenix,0,0,0,0,0,Washington,0,1,1,0,0
870,870,2016-04-02,Detroit,Chicago,Detroit @ Chicago,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,Chicago,0,0,1,0,0,Detroit,1,0,0,0,0
871,871,2016-04-02,Indiana,Philadelphia,Indiana @ Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Philadelphia,1,0,0,0,0,Indiana,0,0,0,0,0
872,872,2016-04-02,Miami,Portland,Miami @ Portland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,0,0,0,0,0,Miami,1,1,1,0,0
873,873,2016-04-02,Sacramento,Denver,Sacramento @ Denver,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,0,1,1,0,0,Sacramento,1,1,1,0,0
874,874,2016-04-02,Toronto,San Antonio,Toronto @ San Antonio,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Antonio,0,0,0,1,0,Toronto,1,1,1,0,0
875,875,2016-04-03,Boston,L.A. Lakers,Boston @ L.A. Lakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,L.A. Lakers,0,0,0,0,1,Boston,0,1,0,0,0
876,876,2016-04-03,Charlotte,Cleveland,Charlotte @ Cleveland,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,Cleveland,0,1,1,0,0,Charlotte,0,0,0,0,0
877,877,2016-04-03,Chicago,Milwaukee,Chicago @ Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,Milwaukee,0,0,0,0,0,Chicago,1,1,1,0,0
878,878,2016-04-03,Dallas,Minnesota,Dallas @ Minnesota,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minnesota,0,0,0,0,0,Dallas,0,0,0,0,0
879,879,2016-04-03,Indiana,New York,Indiana @ New York,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,0,0,0,0,0,Indiana,1,1,1,0,0
880,880,2016-04-03,Memphis,Orlando,Memphis @ Orlando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,Orlando,0,1,1,0,0,Memphis,0,0,0,0,0
881,881,2016-04-03,New Orleans,Brooklyn,New Orleans @ Brooklyn,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn,0,1,1,0,0,New Orleans,0,0,0,1,0
882,882,2016-04-03,Oklahoma City,Houston,Oklahoma City @ Houston,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston,0,0,0,1,0,Oklahoma City,0,0,0,1,0
883,883,2016-04-03,Portland,Golden State,Portland @ Golden State,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,Golden State,0,0,1,0,0,Portland,1,1,0,0,0
884,884,2016-04-03,Utah,Phoenix,Utah @ Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,Phoenix,0,0,0,0,0,Utah,0,0,0,0,0
885,885,2016-04-03,Washington,L.A. Clippers,Washington @ L.A. Clippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,L.A. Clippers,0,0,0,1,0,Washington,0,0,1,0,0
886,886,2016-04-05,Charlotte,Toronto,Charlotte @ Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toronto,0,0,0,1,0,Charlotte,0,0,0,0,0
887,887,2016-04-05,Chicago,Memphis,Chicago @ Memphis,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Memphis,0,0,0,0,0,Chicago,0,1,1,0,0
888,888,2016-04-05,Cleveland,Milwaukee,Cleveland @ Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,Milwaukee,0,0,0,0,0,Cleveland,0,0,1,0,0
889,889,2016-04-05,Detroit,Miami,Detroit @ Miami,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miami,0,0,0,1,0,Detroit,0,0,0,1,0
890,890,2016-04-05,L.A. Lakers,L.A. Clippers,L.A. Lakers @ L.A. Clippers,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,L.A. Clippers,0,0,0,0,0,L.A. Lakers,0,0,0,0,0
891,891,2016-04-05,Minnesota,Golden State,Minnesota @ Golden State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,Golden State,0,0,0,0,0,Minnesota,0,0,0,0,0
892,892,2016-04-05,New Orleans,Philadelphia,New Orleans @ Philadelphia,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,0,0,0,1,0,New Orleans,0,0,0,0,0
893,893,2016-04-05,Oklahoma City,Denver,Oklahoma City @ Denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,Denver,0,0,0,1,0,Oklahoma City,0,0,0,0,0
894,894,2016-04-05,Phoenix,Atlanta,Phoenix @ Atlanta,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlanta,0,0,0,0,1,Phoenix,0,0,0,0,0
895,895,2016-04-05,Portland,Sacramento,Portland @ Sacramento,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Sacramento,0,0,0,1,0,Portland,0,1,1,0,0
896,896,2016-04-05,San Antonio,Utah,San Antonio @ Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,Utah,0,0,0,0,0,San Antonio,0,0,0,1,0
897,897,2016-04-06,Brooklyn,Washington,Brooklyn @ Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,Washington,0,0,0,1,0,Brooklyn,0,0,0,1,0
898,898,2016-04-06,Charlotte,New York,Charlotte @ New York,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,0,0,0,1,0,Charlotte,1,1,1,0,0
899,899,2016-04-06,Cleveland,Indiana,Cleveland @ Indiana,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,Indiana,0,0,0,1,0,Cleveland,1,1,1,0,0
900,900,2016-04-06,Detroit,Orlando,Detroit @ Orlando,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orlando,0,0,0,1,0,Detroit,1,0,1,0,0
901,901,2016-04-06,Houston,Dallas,Houston @ Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Dallas,0,0,0,1,0,Houston,0,0,0,1,0
902,902,2016-04-06,L.A. Clippers,L.A. Lakers,L.A. Clippers @ L.A. Lakers,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,L.A. Lakers,1,1,0,0,0,L.A. Clippers,1,1,0,0,0
