,Unnamed: 0,date,away_team,home_team,teams,Aaron Smith,Andy Nagy,Ashley Moyer-Gleich,Ben Taylor,Bennie Adams,Bill Kennedy,Bill Spooner,Brandon Adair,Brent Barnaky,Brett Nansel,Brian Forte,CJ Washington,Courtney Kirkland,Curtis Blair,Danny Crawford,David Guthrie,David Jones,Dedric Taylor,Derek Richardson,Derrick Collins,Derrick Stafford,Ed Malloy,Eli Roe,Eric Dalen,Eric Lewis,Evan Scott,Gary Zielinski,Gediminas Petraitis,Haywoode Workman,JB DeRosa,JT Orr,Jacyn Goble,James Capers,James Williams,Jason Goldenberg,Jason Phillips,Jenna Schroeder,John Butler,John Conley,John Goble,Jonathan Sterling,Josh Tiven,Justin Van Duyne,Kane Fitzgerald,Karl Lane,Ken Mauer,Kevin Cutler,Kevin Scott,Lauren Holtkamp,Leon Wood,Leroy Richardson,Marat Kogut,Marc Davis,Mark Ayotte,Mark Lindsay,Matt Boland,Matt Myers,Michael Smith,Mike Callahan,Mitchell Ervin,Monty McCutchen,Mousa Dagher,Natalie Sago,Nate Green,Nick Buchert,Pat Fraher,Phenizee Ransom,Randy Richardson,Ray Acosta,Rodney Mott,Ron Garretson,Scott Foster,Scott Twardoski,Scott Wall,Sean Corbin,Sean Wright,Simone Jelks,Steve Anderson,Suyash Mehta,Tom Washington,Tony Brothers,Tony Brown,Tre Maddox,Tyler Ford,Vladimir Voyard-Tadal,Zach Zarba,Team_x,b2b_home,threein4_home,fourin5_home,rest2_home,rest3_plus_home,Team_y,b2b_away,threein4_away,fourin5_away,rest2_away,rest3_plus_away
82,82,2015-12-12,New York,Portland,New York @ Portland,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,Portland,1,0,1,0,0,New York,0,1,1,0,0
83,83,2015-12-12,San Antonio,Atlanta,San Antonio @ Atlanta,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,Atlanta,0,1,0,0,0,San Antonio,1,1,1,0,0
84,84,2015-12-12,Washington,Dallas,Washington @ Dallas,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dallas,0,0,0,1,0,Washington,1,1,1,0,0
85,85,2015-12-13,Memphis,Miami,Memphis @ Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miami,0,0,0,0,0,Memphis,0,0,1,0,0
86,86,2015-12-13,Minnesota,Phoenix,Minnesota @ Phoenix,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phoenix,0,0,0,0,0,Minnesota,0,0,0,0,0
87,87,2015-12-13,Philadelphia,Toronto,Philadelphia @ Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,Toronto,0,0,0,0,0,Philadelphia,0,1,0,0,0
88,88,2015-12-13,Utah,Oklahoma City,Utah @ Oklahoma City,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oklahoma City,0,1,1,0,0,Utah,0,0,1,0,0
89,89,2015-12-14,Houston,Denver,Houston @ Denver,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,Denver,0,0,0,1,0,Houston,0,0,0,0,0
90,90,2015-12-14,L.A. Clippers,Detroit,L.A. Clippers @ Detroit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,Detroit,0,1,1,0,0,L.A. Clippers,0,0,1,0,0
91,91,2015-12-14,Miami,Atlanta,Miami @ Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlanta,0,0,1,0,0,Miami,1,1,1,0,0
92,92,2015-12-14,New Orleans,Portland,New Orleans @ Portland,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,Portland,0,1,0,0,0,New Orleans,0,1,0,0,0
93,93,2015-12-14,Orlando,Brooklyn,Orlando @ Brooklyn,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Brooklyn,0,0,0,0,0,Orlando,0,0,0,1,0
94,94,2015-12-14,Philadelphia,Chicago,Philadelphia @ Chicago,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Chicago,0,0,1,0,0,Philadelphia,1,1,0,0,0
95,95,2015-12-14,Phoenix,Dallas,Phoenix @ Dallas,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dallas,0,0,0,0,0,Phoenix,1,1,1,0,0
96,96,2015-12-14,Toronto,Indiana,Toronto @ Indiana,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indiana,0,1,0,0,0,Toronto,1,1,1,0,0
97,97,2015-12-14,Utah,San Antonio,Utah @ San Antonio,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,San Antonio,0,1,1,0,0,Utah,1,1,1,0,0
98,98,2015-12-14,Washington,Memphis,Washington @ Memphis,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memphis,1,1,1,0,0,Washington,0,1,1,0,0
99,99,2015-12-15,Cleveland,Boston,Cleveland @ Boston,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,Boston,0,0,0,1,0,Cleveland,0,0,0,0,1
100,100,2015-12-15,Denver,Minnesota,Denver @ Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minnesota,0,0,0,0,0,Denver,1,0,0,0,0
101,101,2015-12-15,Houston,Sacramento,Houston @ Sacramento,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Sacramento,0,0,0,0,1,Houston,1,1,0,0,0
102,102,2015-12-15,Milwaukee,L.A. Lakers,Milwaukee @ L.A. Lakers,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L.A. Lakers,0,0,0,1,0,Milwaukee,0,0,0,1,0
103,103,2015-12-16,Boston,Detroit,Boston @ Detroit,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detroit,0,0,1,0,0,Boston,1,0,1,0,0
104,104,2015-12-16,Charlotte,Orlando,Charlotte @ Orlando,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orlando,0,0,0,0,0,Charlotte,0,0,0,0,1
105,105,2015-12-16,Dallas,Indiana,Dallas @ Indiana,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,Indiana,0,0,1,0,0,Dallas,0,0,0,0,0
106,106,2015-12-16,Memphis,Chicago,Memphis @ Chicago,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,Chicago,0,0,0,0,0,Memphis,0,1,1,0,0
107,107,2015-12-16,Miami,Brooklyn,Miami @ Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,Brooklyn,0,0,0,0,0,Miami,0,1,1,0,0
108,108,2015-12-16,Milwaukee,L.A. Clippers,Milwaukee @ L.A. Clippers,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L.A. Clippers,0,0,0,0,0,Milwaukee,1,0,1,0,0
109,109,2015-12-16,Minnesota,New York,Minnesota @ New York,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,New York,0,0,0,0,1,Minnesota,1,1,1,0,0
110,110,2015-12-16,New Orleans,Utah,New Orleans @ Utah,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,Utah,0,1,1,0,0,New Orleans,0,0,1,0,0
111,111,2015-12-16,Philadelphia,Atlanta,Philadelphia @ Atlanta,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlanta,0,0,0,0,0,Philadelphia,0,1,1,0,0
112,112,2015-12-16,Phoenix,Golden State,Phoenix @ Golden State,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,Golden State,0,0,0,0,1,Phoenix,0,1,1,0,0
113,113,2015-12-16,Portland,Oklahoma City,Portland @ Oklahoma City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,Oklahoma City,0,0,0,1,0,Portland,0,0,1,0,0
114,114,2015-12-16,Washington,San Antonio,Washington @ San Antonio,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Antonio,0,0,1,0,0,Washington,0,0,1,0,0
115,115,2015-12-17,Houston,L.A. Lakers,Houston @ L.A. Lakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,L.A. Lakers,0,0,0,0,0,Houston,0,1,1,0,0
116,116,2015-12-17,Oklahoma City,Cleveland,Oklahoma City @ Cleveland,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cleveland,0,0,0,0,0,Oklahoma City,1,0,0,0,0
117,117,2015-12-17,Toronto,Charlotte,Toronto @ Charlotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,Charlotte,1,0,0,0,0,Toronto,0,0,0,1,0
118,118,2015-12-18,Atlanta,Boston,Atlanta @ Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,Boston,0,1,0,0,0,Atlanta,0,0,0,0,0
119,119,2015-12-18,Brooklyn,Indiana,Brooklyn @ Indiana,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indiana,0,0,0,0,0,Brooklyn,0,0,0,0,0
120,120,2015-12-18,Denver,Utah,Denver @ Utah,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,Utah,0,0,1,0,0,Denver,0,0,0,1,0
121,121,2015-12-18,Detroit,Chicago,Detroit @ Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,Chicago,0,0,0,0,0,Detroit,0,0,0,0,0
122,122,2015-12-18,L.A. Clippers,San Antonio,L.A. Clippers @ San Antonio,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Antonio,0,0,0,0,0,L.A. Clippers,0,0,0,0,0
123,123,2015-12-18,Memphis,Dallas,Memphis @ Dallas,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Dallas,0,0,0,0,0,Memphis,0,0,1,0,0
124,124,2015-12-18,Milwaukee,Golden State,Milwaukee @ Golden State,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,Golden State,0,0,0,0,0,Milwaukee,0,1,0,0,0
125,125,2015-12-18,New Orleans,Phoenix,New Orleans @ Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Phoenix,0,0,1,0,0,New Orleans,0,0,0,0,0
126,126,2015-12-18,New York,Philadelphia,New York @ Philadelphia,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,0,0,1,0,0,New York,0,0,0,0,0
127,127,2015-12-18,Portland,Orlando,Portland @ Orlando,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,Orlando,0,0,0,0,0,Portland,0,0,0,0,0
128,128,2015-12-18,Sacramento,Minnesota,Sacramento @ Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,Minnesota,0,1,1,0,0,Sacramento,0,0,0,1,0
129,129,2015-12-18,Toronto,Miami,Toronto @ Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miami,0,0,1,0,0,Toronto,1,0,1,0,0
130,130,2015-12-19,Charlotte,Washington,Charlotte @ Washington,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington,0,0,0,1,0,Charlotte,0,1,0,0,0
131,131,2015-12-19,Chicago,New York,Chicago @ New York,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,1,1,0,0,0,Chicago,1,1,1,0,0
132,132,2015-12-19,Indiana,Memphis,Indiana @ Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,Memphis,1,1,1,0,0,Indiana,1,1,1,0,0
133,133,2015-12-19,L.A. Clippers,Houston,L.A. Clippers @ Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Houston,0,0,1,0,0,L.A. Clippers,1,1,1,0,0
134,134,2015-12-19,L.A. Lakers,Oklahoma City,L.A. Lakers @ Oklahoma City,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,Oklahoma City,0,1,0,0,0,L.A. Lakers,0,0,0,0,0
135,135,2015-12-20,Atlanta,Orlando,Atlanta @ Orlando,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orlando,0,0,0,0,0,Atlanta,0,0,0,0,0
136,136,2015-12-20,Milwaukee,Phoenix,Milwaukee @ Phoenix,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,Phoenix,0,0,0,0,0,Milwaukee,0,0,1,0,0
137,137,2015-12-20,Minnesota,Brooklyn,Minnesota @ Brooklyn,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn,0,0,0,0,0,Minnesota,0,0,1,0,0
138,138,2015-12-20,New Orleans,Denver,New Orleans @ Denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,0,0,0,0,0,New Orleans,0,0,0,0,0
139,139,2015-12-20,Philadelphia,Cleveland,Philadelphia @ Cleveland,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,Cleveland,0,0,0,1,0,Philadelphia,0,0,0,0,0
140,140,2015-12-20,Portland,Miami,Portland @ Miami,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miami,0,0,0,0,0,Portland,0,0,0,0,0
141,141,2015-12-20,Sacramento,Toronto,Sacramento @ Toronto,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Toronto,0,1,0,0,0,Sacramento,0,0,0,0,0
142,142,2015-12-21,Brooklyn,Chicago,Brooklyn @ Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,Chicago,0,1,1,0,0,Brooklyn,1,1,1,0,0
143,143,2015-12-21,Charlotte,Houston,Charlotte @ Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,Houston,0,0,0,0,0,Charlotte,0,0,1,0,0
144,144,2015-12-21,Indiana,San Antonio,Indiana @ San Antonio,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,San Antonio,0,0,0,1,0,Indiana,0,1,1,0,0
145,145,2015-12-21,Minnesota,Boston,Minnesota @ Boston,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,Boston,0,0,0,1,0,Minnesota,1,1,1,0,0
146,146,2015-12-21,Oklahoma City,L.A. Clippers,Oklahoma City @ L.A. Clippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,L.A. Clippers,0,1,1,0,0,Oklahoma City,0,0,1,0,0
147,147,2015-12-21,Orlando,New York,Orlando @ New York,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,0,1,1,0,0,Orlando,1,1,1,0,0
148,148,2015-12-21,Phoenix,Utah,Phoenix @ Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utah,0,0,0,1,0,Phoenix,1,1,1,0,0
149,149,2015-12-21,Portland,Atlanta,Portland @ Atlanta,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,Atlanta,1,1,1,0,0,Portland,1,1,1,0,0
150,150,2015-12-21,Sacramento,Washington,Sacramento @ Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington,0,0,0,0,0,Sacramento,1,1,0,0,0
151,151,2015-12-22,Dallas,Toronto,Dallas @ Toronto,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Toronto,0,0,1,0,0,Dallas,0,0,0,0,1
152,152,2015-12-22,Detroit,Miami,Detroit @ Miami,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miami,0,0,0,0,0,Detroit,0,0,0,0,1
153,153,2015-12-22,L.A. Lakers,Denver,L.A. Lakers @ Denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,Denver,0,0,0,0,0,L.A. Lakers,0,0,0,1,0
154,154,2015-12-22,Memphis,Philadelphia,Memphis @ Philadelphia,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,0,0,0,0,0,Memphis,0,0,0,1,0
155,155,2015-12-23,Boston,Charlotte,Boston @ Charlotte,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,0,0,0,0,0,Boston,0,0,0,0,0
156,156,2015-12-23,Dallas,Brooklyn,Dallas @ Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,Brooklyn,0,1,1,0,0,Dallas,1,0,0,0,0
157,157,2015-12-23,Denver,Phoenix,Denver @ Phoenix,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,Phoenix,0,1,1,0,0,Denver,1,1,1,0,0
158,158,2015-12-23,Detroit,Atlanta,Detroit @ Atlanta,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,Atlanta,0,1,1,0,0,Detroit,1,0,0,0,0
159,159,2015-12-23,Houston,Orlando,Houston @ Orlando,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,Orlando,0,1,1,0,0,Houston,0,0,0,0,0
160,160,2015-12-23,Memphis,Washington,Memphis @ Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,Washington,0,0,0,0,0,Memphis,1,0,1,0,0
161,161,2015-12-23,New York,Cleveland,New York @ Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,Cleveland,0,0,0,1,0,New York,0,0,1,0,0
162,162,2015-12-23,Oklahoma City,L.A. Lakers,Oklahoma City @ L.A. Lakers,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,L.A. Lakers,1,0,0,0,0,Oklahoma City,0,0,0,0,0
163,163,2015-12-23,Philadelphia,Milwaukee,Philadelphia @ Milwaukee,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,Milwaukee,0,0,0,1,0,Philadelphia,1,1,1,0,0
